review_id,aspect,topic_id,sentiment
3566,end meet,268,negative
3566,bad pressi,12,negative
3566,notoriety,-1,negative
3566,fan marco,-1,negative
3566,outlandish way,119,negative
3566,testosterone wafting ipad,-1,negative
3566,trouble pippa socialite,-1,negative
3566,stay case,579,negative
3566,men life,138,negative
3566,adult,5,negative
3566,jail daunting,142,negative
3566,trust,449,negative
3566,every move,-1,negative
3566,crush,-1,negative
3566,she,101,negative
3566,mother,79,negative
3566,almost late accept remorse,-1,negative
3566,stalk snap picture,-1,negative
3566,bold makeup,367,negative
3566,child certain assault fault,-1,negative
3566,tabloid,503,negative
3566,part father rejection,28,negative
3566,behavior folly youth pippa,-1,negative
3566,quick engrossing read,248,negative
3566,father,28,negative
3566,stay house mother,-1,negative
3566,house,71,negative
3566,last thing,-1,negative
3566,party,241,negative
3566,someone,25,negative
3566,stepmother,-1,negative
3566,drawn book,-1,negative
3566,painful vivid bruise,-1,negative
3566,another mess,313,negative
3566,love premise,560,negative
3566,helpwhile,-1,negative
3566,much baggage,330,negative
3566,distant uncaring father,-1,negative
3566,little take marcos,100,negative
3566,marcos,-1,negative
3566,year roll pippa,-1,negative
3566,less enthusiastic tell reason,41,negative
3566,light bulb moment,285,negative
3566,fighter survivor,-1,negative
3566,worst pippa,-1,negative
3566,nobody,271,negative
3566,past face,-1,negative
3566,leisurely afternoon beachgrade,166,negative
3566,truth,206,negative
3566,near end book,90,negative
3566,care spiral,-1,negative
3566,estranged father simplistic convincing,28,negative
3566,child hurt,23,negative
3566,sense,459,negative
3566,paparazzo,-1,negative
3566,one angry character,-1,negative
3566,lie,431,negative
3566,poor behaviorpippa,378,negative
3566,messed lonely kid problem,23,negative
3566,anyones debt,405,negative
3566,skin,-1,negative
3566,party animal,241,negative
3580,yuki,-1,negative
3580,yuki kc,-1,negative
3580,fear,50,negative
3580,ill,-1,negative
3580,life,26,negative
3583,poor strange grammar eg,99,negative
3583,reader,21,negative
3611,himi,12,negative
3611,another secretive character,55,negative
3611,motivates course,-1,negative
3611,passionate romance,63,negative
3611,present twist revelation,-1,negative
3611,heaas,101,negative
3611,another dark character,47,negative
3611,something,-1,negative
3611,going casinoclub,405,negative
3611,danger,57,negative
3611,she,101,negative
3611,previous mine book,259,negative
3611,falling lovejasmine,167,negative
3611,drake core,6,negative
3611,drake,-1,negative
3611,attraction,396,negative
3620,story,2,negative
3620,thought,194,negative
3620,kind story,2,negative
3624,author novel,-1,negative
3643,early morning wakeup call,95,negative
3643,auto phone call,299,negative
3643,call,299,negative
3643,request phone call,299,negative
3643,pharmacy soooo rude,220,negative
3643,medication auto refill,29,negative
3643,prescription,198,negative
3653,book,16,negative
3653,first book others,68,negative
3653,boring long several book,-1,negative
3676,compelling read,-1,negative
3676,mean odds,517,negative
3676,he,101,negative
3676,brain,31,negative
3676,captive man,-1,negative
3676,captive took care,-1,negative
3676,seriously twisted mean weirdi,36,negative
3676,twisted fantasy,-1,negative
3676,conradalso odds,517,negative
3676,every sex scene,124,negative
3676,ita,101,negative
3676,confused belief swear mind,417,negative
3676,alreadyand,101,negative
3676,unrelatedactually book,-1,negative
3676,voyeurism gay sex,44,negative
3676,anything,106,negative
3676,made sense,459,negative
3676,arentthat,-1,negative
3676,original story,2,negative
3676,maybe book,16,negative
3676,unnecessaryif,-1,negative
3676,that,101,negative
3676,talk review way,13,negative
3676,confusing opposition whole thing,84,negative
3676,book,16,negative
3676,pleasure,-1,negative
3676,nonresolution,-1,negative
3676,know sound,380,negative
3676,objectively thing,-1,negative
3676,something,-1,negative
3676,fall apartfirst thing,167,negative
3676,victim circumstance,123,negative
3676,completely messed head nothing,94,negative
3676,two day,82,negative
3676,they,101,negative
3676,one seriously deranged person,25,negative
3676,people,148,negative
3676,nothing resolution,-1,negative
3676,way,119,negative
3676,whole thing,-1,negative
3676,liked perverse masochistic way,-1,negative
3676,mind game,31,negative
3676,backit,-1,negative
3676,happen wrong shut mind,535,negative
3676,mebeing head,94,negative
3676,rampant wrong,206,negative
3676,love story,560,negative
3676,conrad happy camperdevan,-1,negative
3676,experiment sort himthough,304,negative
3677,dear reader,21,negative
3677,resentful shrew,-1,negative
3677,survey pagan mienthats book,-1,negative
3677,cherry,103,negative
3677,even upset marriage,140,negative
3677,disappointmenti,12,negative
3677,painful read awkwardit,143,negative
3677,recital event jane,135,negative
3677,anywhere close finishing book,90,negative
3677,recap fact,58,negative
3677,struggle,196,negative
3677,tart feel,-1,negative
3677,author,1,negative
3677,slave,173,negative
3677,mean wedding night,246,negative
3677,mr rochester inflated opinion,341,negative
3677,premonition first sentence preface,-1,negative
3677,time,10,negative
3677,attention,193,negative
3677,crap,-1,negative
3677,they,101,negative
3677,ten minute oldshe,56,negative
3677,husband,59,negative
3677,imitate tone novel,-1,negative
3677,pettiness marriage ceremony,246,negative
3677,she,101,negative
3677,companion tendency,-1,negative
3677,generous nature,-1,negative
3677,one famous novel world,-1,negative
3699,week window,325,negative
3699,charles,-1,negative
3699,scenario date,463,negative
3699,company explanation,84,negative
3699,deadline,-1,negative
3699,order stair company,67,negative
3699,prior worst case,104,negative
3699,good customer service,38,negative
3699,worst case scenario,576,negative
3699,advice,454,negative
3699,owner,-1,negative
3699,highest ranking person company,508,negative
3699,something count nonrefundable deposit,467,negative
3699,simply original date,463,negative
3699,homeowner cost,71,negative
3699,stair,-1,negative
3699,week informed way,325,negative
3699,order,67,negative
3699,nothing,106,negative
3699,someone mylen,25,negative
3699,worst case,104,negative
3699,scenario delivery date action,463,negative
3699,ownership failure,-1,negative
3720,real ghost,128,negative
3720,another time place,77,negative
3720,reader,21,negative
3720,strange interesting read,-1,negative
3720,people,148,negative
3733,dumb fluff,62,negative
3738,one phone amazon,331,negative
3738,second case,104,negative
3738,case work mondaynow,104,negative
3738,hell,-1,negative
3738,angry right,134,negative
3738,cmon people,148,negative
3738,cheap marketing amazon sleeve,331,negative
3738,two worker,182,negative
3738,amazon,331,negative
3738,bad misleading misinformation,-1,negative
3738,one mistakebut,137,negative
3738,account,467,negative
3738,amazon star,174,negative
3738,first delivery wrong fit,-1,negative
3749,way,119,negative
3749,journey life death,-1,negative
3749,fiction facti,392,negative
3749,several occasion,-1,negative
3749,created world whole life,72,negative
3749,ill read,-1,negative
3749,skillthe character,211,negative
3749,warp factor,-1,negative
3749,she,101,negative
3749,life,26,negative
3749,david,329,negative
3749,place,14,negative
3749,later story,-1,negative
3749,left position guarantee,-1,negative
3763,alexs story,-1,negative
3763,realistic heartbreakingi,404,negative
3763,interest,408,negative
3763,book,16,negative
3763,two topic,360,negative
3763,pain ryan lili,6,negative
3766,hubby,59,negative
3766,good service fine pain,38,negative
3766,burger,572,negative
3766,you,-1,negative
3766,shrimp carbonara po boy,544,negative
3775,ree reyes,62,negative
3775,associated doodad,-1,negative
3775,mogul,-1,negative
3775,electronically attack,458,negative
3775,celebromancy ebook pocket star,413,negative
3775,man,305,negative
3775,doubt erases,-1,negative
3775,pocket star,-1,negative
3775,sf movie,-1,negative
3775,that,101,negative
3775,episode buffy vampire slayer,414,negative
3775,troll magic spell,191,negative
3775,mundane mind,31,negative
3775,set monster old movie,11,negative
3775,suicide trying stop,401,negative
3775,lot fun,-1,negative
3775,sell movie script,538,negative
3775,she,101,negative
3775,geekomancy,-1,negative
3794,interest,408,negative
3794,first book,68,negative
3809,bit scary kid,50,negative
3809,mmmim sure teeth,109,negative
3809,mouth,109,negative
3809,new mouth,109,negative
3811,new fear worry book,50,negative
3811,deal fear,50,negative
3811,good strategy,-1,negative
3811,fear recommend,50,negative
3814,he,101,negative
3814,great companion long plane,374,negative
3814,semirealisticthe plot combine element,19,negative
3814,protagonist,-1,negative
3814,breakneck action,96,negative
3814,place book,-1,negative
3814,full fun overthetop action,108,negative
3814,hard smaller good force,565,negative
3814,actual page estimate,33,negative
3814,many scene,150,negative
3814,ridefinally book,352,negative
3814,comparison,494,negative
3814,example,84,negative
3814,book,16,negative
3814,action fan,213,negative
3814,mr reileys,321,negative
3814,action,108,negative
3814,character,8,negative
3814,really book,16,negative
3814,every single fight,353,negative
3814,annoys,-1,negative
3814,fast main character,-1,negative
3814,larger terrorist force day,228,negative
3814,minimal error,200,negative
3814,good imagination,365,negative
3814,wrong many thing,206,negative
3814,thing,-1,negative
3833,first part book,-1,negative
3833,reading,143,negative
3833,little boa ring,424,negative
3835,southern female read book,212,negative
3842,thing,-1,negative
3842,prospective doubt,-1,negative
3847,situation life character,-1,negative
3847,murder mystery,0,negative
3847,excellent writer book,-1,negative
3847,little bit humor,97,negative
3847,always hard put start,151,negative
3847,marie force,-1,negative
3847,little bit sex,100,negative
3861,main character,281,negative
3861,he,101,negative
3861,stupid decision story,37,negative
3861,decent predictable glad finished,-1,negative
3861,michael,267,negative
3890,looking shoulder nightmare,65,negative
3890,book,16,negative
3892,customer,38,negative
3892,delivery,-1,negative
3892,one single pizza,269,negative
3892,worst place order,14,negative
3937,typical thriller,178,negative
3937,lot murder,0,negative
3940,man year younger mother,79,negative
3940,go show skeleton need,175,negative
3940,quit female talk,17,negative
3940,one quinton obsession mia,482,negative
3940,highly jealous daughter,-1,negative
3940,closet,-1,negative
3940,notice,-1,negative
3940,kindle book,24,negative
3940,decision,37,negative
3945,book julia kent,212,negative
3945,series,3,negative
3954,beginning end,60,negative
3954,cocaine princess series,3,negative
3954,bulletface truth,206,negative
3954,last page,33,negative
3954,life,26,negative
3960,silas,-1,negative
3960,that,101,negative
3960,secret secret moreafter year,55,negative
3960,fun,-1,negative
3960,mate first family cub,15,negative
3960,shock chagrin,294,negative
3963,global warming,107,negative
3963,author fan nuclear power,-1,negative
3963,ash cloud,-1,negative
3963,mountain,-1,negative
3963,credit card,-1,negative
3963,kerosenethere,-1,negative
3963,giving star,20,negative
3963,lot stuff,-1,negative
3963,mostly hoax one,418,negative
3963,bunch image,-1,negative
3963,speed,-1,negative
3963,repetitive nature,-1,negative
3963,leak explosion card,373,negative
3963,kerosene something,-1,negative
3963,mistake ruined book,-1,negative
3963,almost gleeful way,144,negative
3963,earthquake,311,negative
3963,another place book,-1,negative
3963,whatever,-1,negative
3963,gas station,-1,negative
3963,reason,41,negative
3963,government source wikipedia,83,negative
3963,inappropriate weapon,78,negative
3963,pistol gang member,364,negative
3963,seattle,7,negative
3963,others,422,negative
3963,yellowstone,-1,negative
3963,bad science book,251,negative
3963,little sense book,-1,negative
3963,disaster,311,negative
3963,author,1,negative
3963,much purpose,41,negative
3963,member seattle,-1,negative
3963,story,2,negative
3963,someone,25,negative
3963,molotov cocktail,29,negative
3963,many apps,381,negative
3963,imagessloppy science,358,negative
3963,book,16,negative
3963,image way image,-1,negative
3963,something,-1,negative
3963,tossed fact,58,negative
3963,long distance bad road,-1,negative
3963,happenthere plausibility issue,258,negative
3963,anything storya lot action,284,negative
3963,global ice age,107,negative
3963,widespread damage loss power,-1,negative
3963,whole thing fact,58,negative
3963,many image,369,negative
3963,would gang,364,negative
3963,author patience,1,negative
3963,space book,-1,negative
3963,kindle,24,negative
3963,excess mph,-1,negative
3963,sex scene,124,negative
3963,sloppy work case,398,negative
3963,almost juvenile many respect,5,negative
3963,image,369,negative
3963,gang member,364,negative
3966,kayla,-1,negative
3966,constantly toe,175,negative
3966,much one book wish,-1,negative
3966,gage flipping mind,-1,negative
3966,main character ass realization,281,negative
3966,ten minute book,-1,negative
3966,waiting kayla,-1,negative
3966,katherine,-1,negative
3966,bigger role book,126,negative
3966,decision run daughter,349,negative
3966,five star,20,negative
3966,slap gage,155,negative
3966,abruptly looking back story,489,negative
3966,book,16,negative
3966,position end,-1,negative
3966,research title,-1,negative
3966,next ughhi happy eve,301,negative
3966,lot personality,-1,negative
3966,kaylas relationship daughter,-1,negative
3968,two page space,33,negative
3968,boomi,12,negative
3968,clever turning page,549,negative
3968,novel,532,negative
3968,anyone,271,negative
3968,good writer,338,negative
3968,soso columnsmy,-1,negative
3968,biggest problem,53,negative
3968,home improvement,88,negative
3968,you,-1,negative
3968,columnsthe plot devil,19,negative
3974,angel bodyguard hell break,288,negative
3974,order earth angel,288,negative
3974,entertaining story angel,-1,negative
3974,loose mutated vampire,34,negative
3974,diseasethey,39,negative
3974,vampire lycans,34,negative
3974,broken human supes,96,negative
3974,story rule,-1,negative
3974,human whole town,7,negative
3983,meantime muddy station wagon,46,negative
3983,he,101,negative
3983,cheated wellat,355,negative
3983,grace,-1,negative
3983,protagonist peter story end,335,negative
3983,head,94,negative
3983,king fan awful,423,negative
3983,good buzz fall asleepin,114,negative
3983,reader,21,negative
3983,less story,2,negative
3983,peter dream whole thing,416,negative
3983,throughone,-1,negative
3983,ill pas,534,negative
3983,evidence,-1,negative
3983,two young child,-1,negative
4005,type,541,negative
4005,review book,199,negative
4005,type book,-1,negative
4005,another book,259,negative
4021,awhile husband,59,negative
4021,intended leave,579,negative
4021,wall,240,negative
4021,feel pleasure,-1,negative
4021,husband cell,59,negative
4021,wife sex pay debt,405,negative
4021,right offered wife,59,negative
4043,megan guess,-1,negative
4043,lily graysons,326,negative
4043,lindy manages,116,negative
4043,mind,31,negative
4043,grayson,-1,negative
4043,another amazing story continuation,-1,negative
4043,end,60,negative
4043,heart,49,negative
4043,slapworthy comment help,155,negative
4043,moment,190,negative
4043,love outing time,77,negative
4043,single thing book,-1,negative
4043,beta read book,-1,negative
4043,first hated megan,-1,negative
4043,worldand,72,negative
4045,much interest,408,negative
4045,next part,61,negative
4045,much others,-1,negative
4045,explicit language,64,negative
4045,wenti,12,negative
4045,anything,106,negative
4045,something,-1,negative
4045,location,14,negative
4045,thing,-1,negative
4085,nothing,106,negative
4085,whim,-1,negative
4085,anyone,271,negative
4093,threeim,249,negative
4093,secret starting spill,55,negative
4093,mom,79,negative
4093,snarky series,3,negative
4093,change fortuneas,568,negative
4093,bundle,343,negative
4116,mentioned love language,64,negative
4116,star,20,negative
4116,effectively depth detail,363,negative
4116,dad,28,negative
4116,sean go story,-1,negative
4116,life,26,negative
4116,positivity life,-1,negative
4118,story,2,negative
4118,turbulent time path,77,negative
4118,story emerald necklace,-1,negative
4118,three men,25,negative
4118,end,60,negative
4118,three boy,5,negative
4118,life,26,negative
4121,greed,-1,negative
4121,one reason,41,negative
4121,experienced restaurant,130,negative
4121,would least min delay,102,negative
4140,bloody battle empire,-1,negative
4140,insanity,256,negative
4178,illadvised decision,37,negative
4178,put inhowever book,-1,negative
4178,bad horror film,80,negative
4178,terrorthe hunter vision,228,negative
4178,afraid frightened terrified blahblahblahannoyingboring,50,negative
4178,constant state,-1,negative
4193,sad found series,3,negative
4193,next installment hate,172,negative
4197,that,101,negative
4197,closure daphne suffered miss,481,negative
4197,sell profit,538,negative
4197,couple murdered money child,-1,negative
4197,missing baby race time,10,negative
4197,perfect equal partner otherits,32,negative
4197,previous book,-1,negative
4197,novella,51,negative
4197,one sittingtragic heartrending topic,49,negative
4197,eager read karen,-1,negative
4197,u relationship daphne joseph,32,negative
4197,miss,481,negative
4197,suspenseful novella,158,negative
4197,child lana,-1,negative
4197,mercy greedy nurse,-1,negative
4197,montgomery joseph carter,6,negative
4199,family tragedy,161,negative
4207,story,2,negative
4207,investigator true culprit,315,negative
4207,great murder mystery start,0,negative
4207,characterization police,43,negative
4213,wrong wrong cry,-1,negative
4213,yup,351,negative
4213,mothereffer downit,-1,negative
4213,couple,252,negative
4213,older sister ex fianceacute,-1,negative
4213,peace,54,negative
4213,much detail,226,negative
4213,love,129,negative
4213,go lot detail book,316,negative
4213,you,-1,negative
4213,hot sad place,14,negative
4213,arc,557,negative
4213,shocking conclusion,280,negative
4213,main character,281,negative
4213,first book,68,negative
4213,anything,106,negative
4213,everything,106,negative
4213,term withand,48,negative
4213,read thinking,194,negative
4213,onei,12,negative
4213,extremely touching hard concept,120,negative
4213,feeling thing,262,negative
4213,story,2,negative
4213,background,403,negative
4213,bookoh,16,negative
4213,spot emma,359,negative
4213,people,148,negative
4213,another arc,557,negative
4213,hour,56,negative
4213,first sight tell,183,negative
4213,kitty kat crazy book,-1,negative
4213,laughing lot dialogue role,35,negative
4213,another one sequel,223,negative
4217,next book expensive book,-1,negative
4217,little disappointing story line,139,negative
4225,idea,125,negative
4225,ready brother dead julzsammie,-1,negative
4225,jace,490,negative
4225,series,3,negative
4225,dead julz,219,negative
4225,breaking heart,-1,negative
4225,jace unnecessary cruel,490,negative
4225,lose respect,309,negative
4225,she,101,negative
4225,remark,234,negative
4225,kill dornan,-1,negative
4225,anybody,271,negative
4225,dornanif,-1,negative
4225,right one,-1,negative
4225,revenge,133,negative
4225,jace ill,490,negative
4234,violent death foot door,76,negative
4234,several people,-1,negative
4234,real,-1,negative
4243,porn rapist,-1,negative
4243,barf bag point story,-1,negative
4243,nd book,-1,negative
4243,character belief,-1,negative
4243,human,339,negative
4243,priest,201,negative
4243,mistake,137,negative
4243,demon,86,negative
4243,abby baby heaven,-1,negative
4243,abby female character,-1,negative
4243,iraqi family love,15,negative
4243,pregnant abby,-1,negative
4243,god,-1,negative
4243,superman goofy,-1,negative
4243,you,-1,negative
4243,west coast snarky angel,288,negative
4243,gag abby,-1,negative
4243,great idea ancient demon,86,negative
4243,build,546,negative
4243,even you,-1,negative
4243,first book,68,negative
4243,shady arab student,18,negative
4243,really interesting iraq scene,-1,negative
4243,second book detail,259,negative
4243,earth rest,-1,negative
4243,rather serious book,45,negative
4243,admire,-1,negative
4243,pure young woman,17,negative
4243,sound,380,negative
4243,kind sin,222,negative
4243,destruction,54,negative
4243,million million people,148,negative
4243,bit nauseous author agenda,-1,negative
4243,forgive atrocity,400,negative
4243,forgiveness god story,400,negative
4243,samantha john,4,negative
4243,realization,433,negative
4243,earth fall humanity,-1,negative
4243,love history,-1,negative
4243,sharp nail,513,negative
4243,people,148,negative
4243,orgasm slit throat,44,negative
4243,influence,378,negative
4243,kind identity theft,-1,negative
4243,safely west coast abby,-1,negative
4243,one main character,281,negative
4243,angel,288,negative
4243,slambam angel,288,negative
4243,heaven bible,-1,negative
4243,well detailed love discovery,-1,negative
4265,considerate others,-1,negative
4265,impossible enjoy place,14,negative
4265,omg people,305,negative
4265,self absorbed idiot,243,negative
4265,pathetically loud screaming kid,229,negative
4274,document picture,289,negative
4274,downloads,368,negative
4274,program,-1,negative
4274,asking use,-1,negative
4274,save,-1,negative
4274,nothing,106,negative
4274,computer,-1,negative
4275,everything,106,negative
4275,ultimate guide page book,-1,negative
4275,returned refund,563,negative
4278,afghanistan,-1,negative
4278,pick,37,negative
4278,montyfast,-1,negative
4278,flat tire way,-1,negative
4278,monty want explanation,-1,negative
4278,several month risa,236,negative
4278,dance risa,-1,negative
4278,emerson,-1,negative
4278,knight shining armor,-1,negative
4278,risa,236,negative
4281,one greeting,305,negative
4281,awful hope,261,negative
4281,terrible sad experience,157,negative
4281,something,-1,negative
4281,money staff,116,negative
4281,burger green hill,572,negative
4281,first time,-1,negative
4290,rd book series,-1,negative
4290,ever poor woman,-1,negative
4290,people,148,negative
4300,first series,3,negative
4300,read,143,negative
4300,review reference excess violence,81,negative
4300,dead demand fact,-1,negative
4300,book,16,negative
4300,good intended read authorsi,-1,negative
4314,togo bed,386,negative
4314,another daniel,387,negative
4314,hated stop,98,negative
4346,hot stay way,-1,negative
4346,chemistry allen allie fire,464,negative
4348,ninetynine cent,456,negative
4348,fast paced woman,238,negative
4348,he,101,negative
4348,anything,106,negative
4348,chump change,88,negative
4348,helen,4,negative
4348,golden goose,435,negative
4348,southern drawl lingo,64,negative
4348,injection,-1,negative
4359,many ups,-1,negative
4359,incredible book second chance,-1,negative
4359,second chance story,-1,negative
4359,arethis gutwrenching,-1,negative
4384,mcclain,-1,negative
4384,book vampire,34,negative
4384,next book series,30,negative
4398,doorstep angry mother,79,negative
4398,watermelon pumpkin,103,negative
4398,he,101,negative
4398,stolen laptop darrell,-1,negative
4398,phone number,299,negative
4398,mock battle,232,negative
4398,beating foot,175,negative
4398,someone request,-1,negative
4398,laundry,-1,negative
4398,ebay,-1,negative
4398,boring need,186,negative
4398,recording,-1,negative
4398,paper hero,289,negative
4398,protagonist people,-1,negative
4398,darrells,6,negative
4398,someone,25,negative
4398,hero hire,295,negative
4398,physical exercise,-1,negative
4398,real enemy,185,negative
4398,hero,295,negative
4398,fantasy reality darrell,382,negative
4398,skill,211,negative
4398,prank,480,negative
4398,bad way,119,negative
4398,fantasy reality,382,negative
4398,funny sad interesting twist,36,negative
4398,job,115,negative
4398,loser,-1,negative
4398,retrieve,-1,negative
4398,nothing,106,negative
4398,mother laundry,283,negative
4398,sympathy darrell,6,negative
4415,kansa,236,negative
4415,cup tea,290,negative
4415,writing book,-1,negative
4415,emulate southern dialogue fact,35,negative
4415,place,14,negative
4416,sunday afternoon,-1,negative
4416,store big thumb,120,negative
4416,chili mocha frappuccino,-1,negative
4416,wayne store,181,negative
4416,home lot,71,negative
4441,us mustblend,27,negative
4441,travel time,77,negative
4441,unsure pathshould pursue man,231,negative
4441,part imagination,365,negative
4441,claudy conn,62,negative
4458,biology didemotionally unstable heroine,197,negative
4458,made tv moviethings,-1,negative
4458,residency,-1,negative
4458,bookpremise,-1,negative
4458,storythe entire book,-1,negative
4458,thing,-1,negative
4472,guy,-1,negative
4472,lyn,326,negative
4472,cindywho,4,negative
4472,mayamonica,-1,negative
4472,one crazy ex girl,-1,negative
4482,different take accidental pregnancy,334,negative
4482,next book,-1,negative
4492,liked story line part,139,negative
4492,mistake,137,negative
4492,kandi overcame obstacle,231,negative
4492,entire book,126,negative
4504,uhoh book,16,negative
4504,aware teacher issue,18,negative
4504,suspenseful ending twist,-1,negative
4504,bleacher clue,-1,negative
4504,place,14,negative
4504,real life,214,negative
4504,finger,120,negative
4504,many others,422,negative
4504,another person,25,negative
4504,scandal pageturner teacherstudent affair,58,negative
4504,natural response,-1,negative
4504,emotion,89,negative
4523,little hello health,100,negative
4523,first reminder,-1,negative
4523,good reminder,-1,negative
4523,fatty food,-1,negative
4523,hard attain,-1,negative
4534,line ofa novella,51,negative
4534,absolutely character development,225,negative
4534,book,16,negative
4534,plot,19,negative
4534,character development,225,negative
4534,camp fire,176,negative
4534,looking book author,1,negative
4534,scary story,286,negative
4534,story watch mind eye,31,negative
4534,time area book,-1,negative
4534,storyteller,375,negative
4534,many taker plot book,19,negative
4557,brother,-1,negative
4564,line,308,negative
4564,small fortune,568,negative
4564,initial excitement,324,negative
4564,go ballpark,245,negative
4564,game disgusting womens restroom,169,negative
4575,base rule story universe,-1,negative
4607,great read,131,negative
4607,much fellow officer,43,negative
4607,edge,-1,negative
4607,breath fresh air author,1,negative
4607,couple blog tour,-1,negative
4607,question,209,negative
4607,murder,0,negative
4607,assistance,-1,negative
4607,ruth independent person,-1,negative
4607,eventually cleared longer suspect,327,negative
4607,nobody,271,negative
4607,clue,-1,negative
4607,relationship,32,negative
4607,suspect police officer investigation,327,negative
4607,toll himdoing,12,negative
4607,others,422,negative
4607,normalcy,-1,negative
4607,depressed routine start,207,negative
4607,ruth,-1,negative
4607,author perspective,1,negative
4607,several event,135,negative
4607,man,305,negative
4607,curt manner investigation,315,negative
4607,story satirewe,97,negative
4607,we,-1,negative
4607,outwell fit man,-1,negative
4607,excellent way,119,negative
4607,instinct,192,negative
4607,addiction blog tour,-1,negative
4607,time,10,negative
4607,someone,25,negative
4607,iswill,-1,negative
4607,comewhat,101,negative
4607,many murder,0,negative
4607,us,27,negative
4607,reader,21,negative
4607,something,-1,negative
4607,deep mind murderer person,0,negative
4607,master degree murder,0,negative
4607,created website,381,negative
4607,michelle obrien,4,negative
4607,police officer,43,negative
4607,crawl hole,-1,negative
4607,little world police officer,43,negative
4607,demise opportunity,54,negative
4607,soul,164,negative
4607,horrible murder woman,0,negative
4607,hole,-1,negative
4607,murderer savage summer,0,negative
4607,world,72,negative
4607,better ending series,3,negative
4607,ended way,60,negative
4607,whiff,314,negative
4607,page,33,negative
4607,holed condo month,179,negative
4607,fate,510,negative
4607,pastthe perfume,314,negative
4607,afterwith,322,negative
4607,necessity life mother,-1,negative
4607,recluse,-1,negative
4607,curt knowing,6,negative
4621,nearly every organ body,346,negative
4621,informative bookthe author,1,negative
4621,smoking smoking harm,490,negative
4621,person,25,negative
4621,smoking,490,negative
4628,success important paralyzed fear,50,negative
4628,jim edward,-1,negative
4628,fear,50,negative
4628,doubt time life,-1,negative
4628,life book help,-1,negative
4628,highly recommend book step,293,negative
4628,experience,157,negative
4628,real fear failure success,50,negative
4628,trust,449,negative
4628,equal measure,494,negative
4644,second bookpeople,259,negative
4644,full action,108,negative
4644,book,16,negative
4644,trustworthy danger,57,negative
4644,anyone,271,negative
4644,obstacle,231,negative
4644,new thing,119,negative
4644,freedomthey,-1,negative
4659,liked book,45,negative
4659,gabi,-1,negative
4659,ravi,-1,negative
4665,story,2,negative
4665,many levelsdo recommend,507,negative
4665,lauren,-1,negative
4665,accident fact,163,negative
4668,learns,502,negative
4668,way,119,negative
4668,two guilty men,0,negative
4668,west revenge,133,negative
4668,family,15,negative
4668,four marauder,-1,negative
4668,handle sixgun,78,negative
4668,revenge,133,negative
4668,credible effort,398,negative
4668,civil war boy,-1,negative
4668,standard fashion difference story,-1,negative
4668,half book devoted problem,-1,negative
4677,story,2,negative
4677,old sculptor,554,negative
4677,nathaniel year,-1,negative
4677,hell good character novella,51,negative
4677,millionaire,-1,negative
4677,store,181,negative
4677,mom,79,negative
4677,thing,-1,negative
4681,washing water yuck,283,negative
4681,yuck,351,negative
4684,terreldor series,3,negative
4684,young adult,5,negative
4684,second short story,91,negative
4684,reader,21,negative
4684,something,-1,negative
4684,short story,91,negative
4684,young boy,5,negative
4684,moral lesson,502,negative
4684,author,1,negative
4684,author blog audience,-1,negative
4685,description book lot,316,negative
4685,going tohappen,-1,negative
4685,long trial,-1,negative
4685,next find,235,negative
4685,noel,6,negative
4685,actual story,2,negative
4685,quarter book hero,-1,negative
4703,meager filling,-1,negative
4703,stuffed mushroom odd flavor,103,negative
4703,four u,-1,negative
4703,yikes,-1,negative
4703,tasted chemical natural server,103,negative
4703,pour white wine,29,negative
4703,none,106,negative
4703,thin burned crust,-1,negative
4703,flavorless mess pizza,269,negative
4721,missing great thing,-1,negative
4721,missedjulia mate damien,-1,negative
4721,damien loved ending,402,negative
4721,first book,68,negative
4721,copy book netgalley place,-1,negative
4721,first book series,30,negative
4721,two end heart attack,49,negative
4721,everything,106,negative
4721,julia,4,negative
4721,end side,-1,negative
4721,special damien,-1,negative
4721,scent smell hearing,314,negative
4721,another wolf know julia,421,negative
4721,emotion,89,negative
4740,texas,7,negative
4740,plane ticket fly,374,negative
4740,red sauce,221,negative
4740,texmex,-1,negative
4740,relive entire encounter,-1,negative
4740,bad wife,59,negative
4740,mouthwash post,109,negative
4740,texmex location drop word,48,negative
4740,texmex vocabulary,48,negative
4740,absolutely nothing,106,negative
4740,whatever,-1,negative
4740,texmex restaurant,130,negative
4745,father mother,28,negative
4745,king guard king idea,423,negative
4745,almost killed false brother,-1,negative
4745,book hate,317,negative
4745,free brother,52,negative
4745,old master,-1,negative
4745,family,15,negative
4745,home back punishment,472,negative
4745,forty day army couple,252,negative
4745,whole day,-1,negative
4745,fallen brother,52,negative
4745,amazing book woman,212,negative
4746,story,2,negative
4746,particular series,3,negative
4746,getgo,-1,negative
4746,hagens,-1,negative
4746,brac pack series,-1,negative
4746,author,1,negative
4756,device,-1,negative
4756,reading chapter,40,negative
4756,good book,45,negative
4770,even many suck,-1,negative
4770,hope,261,negative
4770,rule,96,negative
4770,death,54,negative
4770,charge,210,negative
4770,second nature,-1,negative
4770,feed,-1,negative
4771,depression life,207,negative
4771,someone,25,negative
4771,depression family member friend,207,negative
4771,someone depression,207,negative
4771,lot misconception depression,207,negative
4771,simple book,-1,negative
4771,useful anyone,-1,negative
4771,one best book depression,-1,negative
